"Facility RPA","Facility Sub Region","Facility WPA","Facility District","Permit","Site Name","Operator","Permit Type","Easting","Northing","Post Code","Form","Basic Waste Cat","EWC Chapter","EWC Sub Chapter","EWC Waste Desc","Waste Code","Site Category","Facility Type","Recorded Destination","Destination WPA","Destination Region","Fate","R and D code","Tonnes Removed","SOC Category","SOC Sub Category"
"East of England","Suffolk","Suffolk","Mid Suffolk","70767","Brome Civic Amenity Site","Mid Suffolk District Council","A13 : Household Waste Amenity Site",613600,275900,"IP23 7HN","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R13",44.03,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70767","Brome Civic Amenity Site","Mid Suffolk District Council","A13 : Household Waste Amenity Site",613600,275900,"IP23 7HN","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","textiles","20 01 11","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R13",1.505,"07 - Non-metallic wastes","Textile wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70767","Brome Civic Amenity Site","Mid Suffolk District Council","A13 : Household Waste Amenity Site",613600,275900,"IP23 7HN","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","plastics","20 01 39","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R13",7.771206,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70767","Brome Civic Amenity Site","Mid Suffolk District Council","A13 : Household Waste Amenity Site",613600,275900,"IP23 7HN","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","CA Site","Suffolk","Suffolk","East of England","Transfer (D)","D15",46.37264,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","West Suffolk","JP3332FK","Brandon Aggregate Manufacturing Facility - EPR/JP3332FK","OCO Technology Limited","T05 : Physico-chemical treatment installation",578330,287060,"IP27 0AX","Solid","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Packaging (including separately collected municipal packaging waste)","packaging containing residues of or contaminated by dangerous substances","15 01 10*","Treatment","Physical-Chemical Treatment","Suffolk","Suffolk","East of England","Recovery","R13",0.1,"10 - Mixed ordinary wastes","Mixed and undifferentiated materials"
"East of England","Suffolk","Suffolk","West Suffolk","400422","Lakenheath Recycling Facility","Sutton Services Limited","S0811 : Inert & excavation Waste TS + treatment",570800,282200,"IP27 9BX","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","concrete","17 01 01","Treatment","Inert Waste Transfer / Treatment","Suffolk","Suffolk","East of England","Recovery","R05",4850,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","West Suffolk","400422","Lakenheath Recycling Facility","Sutton Services Limited","S0811 : Inert & excavation Waste TS + treatment",570800,282200,"IP27 9BX","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","bricks","17 01 02","Treatment","Inert Waste Transfer / Treatment","Suffolk","Suffolk","East of England","Recovery","R05",1050,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","West Suffolk","400422","Lakenheath Recycling Facility","Sutton Services Limited","S0811 : Inert & excavation Waste TS + treatment",570800,282200,"IP27 9BX","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Bituminous mixtures - coal tar and tarred products","bituminous mixtures other than those mentioned in 17 03 01","17 03 02","Treatment","Inert Waste Transfer / Treatment","Suffolk","Suffolk","East of England","Recovery","R05",631,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","West Suffolk","400422","Lakenheath Recycling Facility","Sutton Services Limited","S0811 : Inert & excavation Waste TS + treatment",570800,282200,"IP27 9BX","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Treatment","Inert Waste Transfer / Treatment","Suffolk","Suffolk","East of England","Recovery","R05",3767,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","West Suffolk","403610","Beck Row Dismantlers Ltd","Beck Row Dismantlers Ltd","S1517 No 17: Vehicle Depollution Facility",568549,278474,"IP28 2DN","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",58.207,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","403610","Beck Row Dismantlers Ltd","Beck Row Dismantlers Ltd","S1517 No 17: Vehicle Depollution Facility",568549,278474,"IP28 2DN","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",31.44,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","403610","Beck Row Dismantlers Ltd","Beck Row Dismantlers Ltd","S1517 No 17: Vehicle Depollution Facility",568549,278474,"IP28 2DN","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","aluminium","17 04 02","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",39.64,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","403610","Beck Row Dismantlers Ltd","Beck Row Dismantlers Ltd","S1517 No 17: Vehicle Depollution Facility",568549,278474,"IP28 2DN","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","iron and steel","17 04 05","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",122.214,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","403610","Beck Row Dismantlers Ltd","Beck Row Dismantlers Ltd","S1517 No 17: Vehicle Depollution Facility",568549,278474,"IP28 2DN","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","mixed metals","17 04 07","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",13.946,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","West Suffolk","403610","Beck Row Dismantlers Ltd","Beck Row Dismantlers Ltd","S1517 No 17: Vehicle Depollution Facility",568549,278474,"IP28 2DN","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life tyres","16 01 03","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Transfer (D)","D15",12.75,"07 - Non-metallic wastes","Rubber wastes"
"East of England","Suffolk","Suffolk","West Suffolk","403610","Beck Row Dismantlers Ltd","Beck Row Dismantlers Ltd","S1517 No 17: Vehicle Depollution Facility",568549,278474,"IP28 2DN","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles, containing neither liquids nor other hazardous components","16 01 06","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",417.56,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","West Suffolk","403610","Beck Row Dismantlers Ltd","Beck Row Dismantlers Ltd","S1517 No 17: Vehicle Depollution Facility",568549,278474,"IP28 2DN","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","hazardous components other than those mentioned in 16 01 07 to 16 01 11 and 16 01 13 and 16 01 14","16 01 21*","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",7.87,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","403610","Beck Row Dismantlers Ltd","Beck Row Dismantlers Ltd","S1517 No 17: Vehicle Depollution Facility",568549,278474,"IP28 2DN","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","components not otherwise specified","16 01 22","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",8.09,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","403610","Beck Row Dismantlers Ltd","Beck Row Dismantlers Ltd","S1517 No 17: Vehicle Depollution Facility",568549,278474,"IP28 2DN","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Batteries and accumulators","lead batteries","16 06 01*","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R05",10.408,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","AP3636AK","Barrow Heath EPR/AP3636AK","Greenways Recycling Limited","T05 : Physico-chemical treatment installation",578300,265940,"IP28 6RE","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","wood other than that mentioned in 19 12 06","19 12 07","Treatment","Physical-Chemical Treatment","Suffolk","Suffolk","East of England","Incineration","R01",22150,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","West Suffolk","AP3636AK","Barrow Heath EPR/AP3636AK","Greenways Recycling Limited","T05 : Physico-chemical treatment installation",578300,265940,"IP28 6RE","Solid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Agriculture - horticulture - aquaculture - forestry - hunting and fishing","animal faeces, urine and manure (including spoiled straw), effluent, collected separately and treated off-site","02 01 06","Treatment","Physical-Chemical Treatment","Suffolk","Suffolk","East of England","Treatment","D08",4440,"09 - Animal and vegetal wastes","Slurry and manure"
"East of England","Suffolk","Suffolk","West Suffolk","70774","Balloon Barn Farm","Culford Waste Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",584100,272100,"IP28 6TY","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","ferrous metal","19 12 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04",10.1,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","70774","Balloon Barn Farm","Culford Waste Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",584100,272100,"IP28 6TY","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","non-ferrous metal","19 12 03","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04",25.54,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","70774","Balloon Barn Farm","Culford Waste Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",584100,272100,"IP28 6TY","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Wood - glass and plastic","wood","17 02 01","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Incineration","R01",25.37,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70774","Balloon Barn Farm","Culford Waste Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",584100,272100,"IP28 6TY","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Wood - glass and plastic","wood","17 02 01","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",1509.66,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70774","Balloon Barn Farm","Culford Waste Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",584100,272100,"IP28 6TY","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","paper and cardboard","19 12 01","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",15.98,"07 - Non-metallic wastes","Paper and cardboard wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70774","Balloon Barn Farm","Culford Waste Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",584100,272100,"IP28 6TY","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","plastic and rubber","19 12 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",16.18,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70774","Balloon Barn Farm","Culford Waste Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",584100,272100,"IP28 6TY","Solid","Inert/C+D","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","glass","19 12 05","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",3.32,"07 - Non-metallic wastes","Glass wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70774","Balloon Barn Farm","Culford Waste Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",584100,272100,"IP28 6TY","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11","19 12 12","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",1395.9,"10 - Mixed ordinary wastes","Sorting residues"
"East of England","Suffolk","Suffolk","West Suffolk","70774","Balloon Barn Farm","Culford Waste Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",584100,272100,"IP28 6TY","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11","19 12 12","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",7714.08,"10 - Mixed ordinary wastes","Sorting residues"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Waste engine - gear and lubricating oils","mineral-based non-chlorinated engine, gear and lubricating oils","13 02 05*","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R09",6.376,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","gases in pressure containers other than those mentioned in 16 05 04","16 05 05","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04",0.25,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04",188.422,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","paper and cardboard","20 01 01","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",174.735,"07 - Non-metallic wastes","Paper and cardboard wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","glass","20 01 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",27.01,"07 - Non-metallic wastes","Glass wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","clothes","20 01 10","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R11",15.87,"07 - Non-metallic wastes","Textile wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",778.645,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","plastics","20 01 39","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",103.767,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles, containing neither liquids nor other hazardous components","16 01 06","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",0.145,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Electrical and electronic equipment","components removed from discarded equipment other than those mentioned in 16 02 15","16 02 16","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04",0.014,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","fluorescent tubes and other mercury-containing waste","20 01 21*","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",0.263,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded equipment containing chlorofluorocarbons","20 01 23*","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04",21.92,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries","20 01 33*","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04",2.957,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","batteries and accumulators other than those mentioned in 20 01 33","20 01 34","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04",0.338,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21 and 20 01 23 containing hazardous components ( 6 )","20 01 35*","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",9.424,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35","20 01 36","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04",231.599,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Liquid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","edible oil and fat","20 01 25","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R09",1.841,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Garden and park wastes (including cemetery waste)","biodegradable waste","20 02 01","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",370.24,"09 - Animal and vegetal wastes","Green wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Incineration","R01",955.827,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",45,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","West Suffolk","100301","The Carrops","Scrapco Metal Recycling Ltd","A19 : Metal Recycling Site (Vehicle Dismantler)",569597,269526,"IP28 8LD","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","copper, bronze, brass","17 04 01","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R04",16.52,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","100301","The Carrops","Scrapco Metal Recycling Ltd","A19 : Metal Recycling Site (Vehicle Dismantler)",569597,269526,"IP28 8LD","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","aluminium","17 04 02","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R04",139.51,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","100301","The Carrops","Scrapco Metal Recycling Ltd","A19 : Metal Recycling Site (Vehicle Dismantler)",569597,269526,"IP28 8LD","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","iron and steel","17 04 05","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R04",1313.71,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","100301","The Carrops","Scrapco Metal Recycling Ltd","A19 : Metal Recycling Site (Vehicle Dismantler)",569597,269526,"IP28 8LD","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","mixed metals","17 04 07","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R04",82.72,"06 - Metallic wastes","Mixed metal wastes"
