"Facility RPA","Facility Sub Region","Facility WPA","Facility District","Permit","Site Name","Operator","Permit Type","Easting","Northing","Post Code","Form","Basic Waste Cat","EWC Chapter","EWC Sub Chapter","EWC Waste Desc","Waste Code","Site Category","Facility Type","Recorded Origin","Origin WPA","Origin Region","Fate","R and D code","Tonnes Received","SOC Category","SOC Sub Category"
"East of England","Suffolk","Suffolk","Ipswich","DP3438AF","Hollywell Waste Oil Treatment Facility  EPR/CB3906FN","Slicker Recycling Ltd","T05 : Physico-chemical treatment installation",617060,243010,"IP3 0BE","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Oil/water separator contents","oily water from oil/water separators","13 05 07*","Treatment","Physical-Chemical Treatment","Wyre Forest","Worcestershire","West Midlands","Recovery","R13",27.02,"03 - Other chemical wastes","Chemical deposits and residues"
"East of England","Suffolk","Suffolk","West Suffolk","JP3332FK","Brandon Aggregate Manufacturing Facility - EPR/JP3332FK","OCO Technology Limited","T05 : Physico-chemical treatment installation",578330,287060,"IP27 0AX","Solid","Hazardous","19 - WASTE AND WATER TREATMENT WASTES","Incineration or pyrolysis of waste","solid wastes from gas treatment","19 01 07*","Treatment","Physical-Chemical Treatment","Cheshire East","Cheshire East","North West","Recovery","R05",5516.91,"12 - Mineral wastes","Combustion wastes"
"East of England","Suffolk","Suffolk","West Suffolk","JP3332FK","Brandon Aggregate Manufacturing Facility - EPR/JP3332FK","OCO Technology Limited","T05 : Physico-chemical treatment installation",578330,287060,"IP27 0AX","Powder","Hazardous","19 - WASTE AND WATER TREATMENT WASTES","Incineration or pyrolysis of waste","solid wastes from gas treatment","19 01 07*","Treatment","Physical-Chemical Treatment","Dartford","Kent","South East","Recovery","R05",9821.6,"12 - Mineral wastes","Combustion wastes"
"East of England","Suffolk","Suffolk","West Suffolk","JP3332FK","Brandon Aggregate Manufacturing Facility - EPR/JP3332FK","OCO Technology Limited","T05 : Physico-chemical treatment installation",578330,287060,"IP27 0AX","Powder","Hazardous","19 - WASTE AND WATER TREATMENT WASTES","Incineration or pyrolysis of waste","fly ash containing dangerous substances","19 01 13*","Treatment","Physical-Chemical Treatment","Essex","Essex","East of England","Recovery","R05",171.8,"12 - Mineral wastes","Combustion wastes"
"East of England","Suffolk","Suffolk","West Suffolk","JP3332FK","Brandon Aggregate Manufacturing Facility - EPR/JP3332FK","OCO Technology Limited","T05 : Physico-chemical treatment installation",578330,287060,"IP27 0AX","Powder","Hazardous","19 - WASTE AND WATER TREATMENT WASTES","Incineration or pyrolysis of waste","solid wastes from gas treatment","19 01 07*","Treatment","Physical-Chemical Treatment","Maidstone","Kent","South East","Recovery","R05",420.12,"12 - Mineral wastes","Combustion wastes"
"East of England","Suffolk","Suffolk","West Suffolk","JP3332FK","Brandon Aggregate Manufacturing Facility - EPR/JP3332FK","OCO Technology Limited","T05 : Physico-chemical treatment installation",578330,287060,"IP27 0AX","Solid","Hazardous","19 - WASTE AND WATER TREATMENT WASTES","Incineration or pyrolysis of waste","fly ash containing dangerous substances","19 01 13*","Treatment","Physical-Chemical Treatment","Milton Keynes","Milton Keynes","South East","Recovery","R05",2980.16,"12 - Mineral wastes","Combustion wastes"
"East of England","Suffolk","Suffolk","West Suffolk","JP3332FK","Brandon Aggregate Manufacturing Facility - EPR/JP3332FK","OCO Technology Limited","T05 : Physico-chemical treatment installation",578330,287060,"IP27 0AX","Powder","Hazardous","19 - WASTE AND WATER TREATMENT WASTES","Incineration or pyrolysis of waste","solid wastes from gas treatment","19 01 07*","Treatment","Physical-Chemical Treatment","Newham","Newham","London","Recovery","R05",1415.28,"12 - Mineral wastes","Combustion wastes"
"East of England","Suffolk","Suffolk","West Suffolk","JP3332FK","Brandon Aggregate Manufacturing Facility - EPR/JP3332FK","OCO Technology Limited","T05 : Physico-chemical treatment installation",578330,287060,"IP27 0AX","Powder","Hazardous","19 - WASTE AND WATER TREATMENT WASTES","Incineration or pyrolysis of waste","fly ash containing dangerous substances","19 01 13*","Treatment","Physical-Chemical Treatment","Newham","Newham","London","Recovery","R05",432.48,"12 - Mineral wastes","Combustion wastes"
"East of England","Suffolk","Suffolk","West Suffolk","JP3332FK","Brandon Aggregate Manufacturing Facility - EPR/JP3332FK","OCO Technology Limited","T05 : Physico-chemical treatment installation",578330,287060,"IP27 0AX","Powder","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Incineration or pyrolysis of waste","fly ash other than those mentioned in 19 01 13","19 01 14","Treatment","Physical-Chemical Treatment","Newham","Newham","London","Recovery","R05",1713.2,"12 - Mineral wastes","Combustion wastes"
"East of England","Suffolk","Suffolk","West Suffolk","JP3332FK","Brandon Aggregate Manufacturing Facility - EPR/JP3332FK","OCO Technology Limited","T05 : Physico-chemical treatment installation",578330,287060,"IP27 0AX","Solid","Hazardous","19 - WASTE AND WATER TREATMENT WASTES","Incineration or pyrolysis of waste","solid wastes from gas treatment","19 01 07*","Treatment","Physical-Chemical Treatment","Oxfordshire","Oxfordshire","South East","Recovery","R05",4765.16,"12 - Mineral wastes","Combustion wastes"
"East of England","Suffolk","Suffolk","West Suffolk","JP3332FK","Brandon Aggregate Manufacturing Facility - EPR/JP3332FK","OCO Technology Limited","T05 : Physico-chemical treatment installation",578330,287060,"IP27 0AX","Solid","Hazardous","19 - WASTE AND WATER TREATMENT WASTES","Incineration or pyrolysis of waste","solid wastes from gas treatment","19 01 07*","Treatment","Physical-Chemical Treatment","Peterborough","Peterborough","East of England","Recovery","R05",2183.34,"12 - Mineral wastes","Combustion wastes"
"East of England","Suffolk","Suffolk","West Suffolk","JP3332FK","Brandon Aggregate Manufacturing Facility - EPR/JP3332FK","OCO Technology Limited","T05 : Physico-chemical treatment installation",578330,287060,"IP27 0AX","Solid","Hazardous","19 - WASTE AND WATER TREATMENT WASTES","Incineration or pyrolysis of waste","solid wastes from gas treatment","19 01 07*","Treatment","Physical-Chemical Treatment","Slough","Slough","South East","Recovery","R05",750.3,"12 - Mineral wastes","Combustion wastes"
"East of England","Suffolk","Suffolk","West Suffolk","JP3332FK","Brandon Aggregate Manufacturing Facility - EPR/JP3332FK","OCO Technology Limited","T05 : Physico-chemical treatment installation",578330,287060,"IP27 0AX","Solid","Hazardous","19 - WASTE AND WATER TREATMENT WASTES","Incineration or pyrolysis of waste","solid wastes from gas treatment","19 01 07*","Treatment","Physical-Chemical Treatment","Worcestershire","Worcestershire","West Midlands","Recovery","R05",78.84,"12 - Mineral wastes","Combustion wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Aberdeenshire","Scotland","Scotland","Recovery","R04",2.134,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Angus","Scotland","Scotland","Recovery","R04.05",0.361,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Barking and Dagenham","Barking and Dagenham","London","Recovery","R04",22.24,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","MRS","Metal Recycling","Barking and Dagenham","Barking and Dagenham","London","Recovery","R04",118.76,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles","16 01 04*","MRS","Metal Recycling","Bedford","Bedford","East of England","Recovery","R04",2.5,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R13",5.1,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04",678.927,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04.05",9.26,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04.05",31.036,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R13",1.414,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Incineration or pyrolysis of waste","ferrous materials removed from bottom ash","19 01 02","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04",59.54,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Shredding of metal-containing wastes","iron and steel waste","19 10 01","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04",93.7,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04",650.228,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04.05",1369.16,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04.05",1553.799,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles","16 01 04*","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R13",1.06,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Electrical and electronic equipment","components removed from discarded equipment other than those mentioned in 16 02 15","16 02 16","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04",0.116,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35","20 01 36","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04",3.82,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35","20 01 36","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04.05",8.56,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35","20 01 36","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04.05",11.08,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","MRS","Metal Recycling","Cheshire East","Cheshire East","North West","Recovery","R04.05",2.92,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Metal Recycling","Cumbria","Cumbria","North West","Recovery","R04.05",0.86,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Daventry","Northamptonshire","East Midlands","Recovery","R04",13.26,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Derbyshire","Derbyshire","East Midlands","Recovery","R04.05",19.88,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Derbyshire","Derbyshire","East Midlands","Recovery","R04.05",9.68,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","MRS","Metal Recycling","Derbyshire","Derbyshire","East Midlands","Recovery","R04.05",1.92,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Metal Recycling","Dudley","Dudley","West Midlands","Recovery","R04",39.984,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Incineration or pyrolysis of waste","ferrous materials removed from bottom ash","19 01 02","MRS","Metal Recycling","Dudley","Dudley","West Midlands","Recovery","R04",201.14,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Metal Recycling","East of England","East of England (WPA Not codeable)","East of England","Recovery","R04.05",73.58,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Metal Recycling","East Sussex","East Sussex","South East","Recovery","R04.05",5,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","East Sussex","East Sussex","South East","Recovery","R04.05",14.561,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","MRS","Metal Recycling","East Sussex","East Sussex","South East","Recovery","R04.05",1.249,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04",960.685,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04.05",811.305,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04.05",430.591,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04",621.065,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04.05",166.688,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04.05",198.761,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
